235.00,249.00,285.00,15.00,-12.00,15120,-6072,2228,-4472,-3020,-1080,
237.00,265.00,281.00,15.00,-12.00,16392,-6532,-704,-2635,-1190,-566,
237.00,265.00,281.00,15.00,-12.00,15944,-7164,-1844,-650,-771,837,
237.00,265.00,283.00,15.00,-12.00,15308,-7180,-4160,-636,-379,-1606,
222.00,269.00,290.00,16.00,-12.00,14388,-7016,-4204,-411,-942,1668,
243.00,251.00,278.00,13.00,-13.00,14620,-7260,-5096,-966,218,147,
261.00,252.00,276.00,15.00,-12.00,13672,-6436,-8260,-2661,-258,-258,1
237.00,265.00,281.00,14.00,-13.00,15328,-5768,1964,253,-1011,259,
237.00,259.00,283.00,15.00,-12.00,15972,-6657,-1,-246,188,358,
239.00,274.00,283.00,16.00,-12.00,15528,-6580,200,-122,525,301,
232.00,263.00,281.00,16.00,-13.00,15560,-6456,-172,20734,-5887,-30719,
237.00,265.00,278.00,15.00,-12.00,15800,-6372,-224,-3054,-172,1603,
235.00,265.00,281.00,15.00,-12.00,16060,-7116,-2040,-680,-80,518,
237.00,265.00,281.00,15.00,-12.00,14788,-7436,-2956,-1136,344,494,
237.00,267.00,281.00,15.00,-12.00,14300,-8044,-3200,-1554,-1970,1089,
239.00,267.00,281.00,15.00,-13.00,14160,-8732,-3580,-610,-514,-258,
235.00,265.00,278.00,15.00,-12.00,13608,-7888,-5012,-3585,-1,-1,1
239.00,261.00,267.00,16.00,-13.00,0,0,0,-529,265,652,
206.00,261.00,283.00,15.00,-13.00,15972,-5284,2064,-649,232,295,
235.00,265.00,276.00,14.00,-13.00,15580,-4344,3304,-6,-260,526,
234.00,265.00,278.00,14.00,-13.00,16092,-3024,3248,-1234,-351,551,
235.00,265.00,281.00,14.00,-13.00,16432,-5148,2484,-1243,-291,939,
235.00,265.00,274.00,14.00,-13.00,16376,-5528,2076,-641,-56,943,
227.00,243.00,278.00,14.00,-13.00,15528,-5668,1476,-667,157,-421,
247.00,265.00,276.00,13.00,-13.00,16020,-5660,708,-1756,-566,471,
235.00,271.00,281.00,15.00,-13.00,16088,-5516,-308,-458,-260,577,
237.00,261.00,281.00,15.00,-13.00,15932,-5896,-2340,-776,91,453,1
237.00,263.00,281.00,14.00,-13.00,15300,-5684,2824,-206,126,829,
243.00,263.00,249.00,13.00,-13.00,16164,-5328,3064,-898,-333,-117,
259.00,252.00,267.00,13.00,-13.00,15984,-5596,1564,-964,-466,-94,
241.00,251.00,228.00,12.00,-12.00,16136,-4952,956,-776,-418,73,
235.00,263.00,278.00,14.00,-13.00,16036,-5676,244,-408,345,-4,
237.00,263.00,283.00,14.00,-13.00,15676,-5404,-136,-458,328,85,
237.00,265.00,283.00,14.00,-13.00,15672,-5680,-548,-17,378,82,
259.00,283.00,257.00,11.00,-12.00,15836,-5444,-192,-440,1070,102,
230.00,269.00,350.00,15.00,-13.00,15392,-6640,-424,-825,-740,879,
245.00,255.00,288.00,16.00,-13.00,15136,-8160,-1336,-1166,-221,1150,1
237.00,263.00,281.00,14.00,-13.00,15652,-4148,3300,-670,-76,203,
235.00,263.00,281.00,13.00,-13.00,15972,-4324,3360,133,17,212,
252.00,278.00,285.00,13.00,-13.00,16008,-5244,2868,-638,-267,533,
214.00,278.00,288.00,14.00,-14.00,16080,-5072,1496,-9,5,123,
235.00,263.00,295.00,13.00,-13.00,16232,-5416,916,54,167,342,
237.00,265.00,281.00,14.00,-13.00,15376,-5320,548,-128,-417,771,
235.00,265.00,281.00,14.00,-13.00,15556,-5512,500,-338,-908,393,
243.00,317.00,322.00,14.00,-12.00,15788,-6472,348,-736,520,930,
237.00,261.00,288.00,14.00,-12.00,15552,-5840,92,-663,-807,299,
235.00,263.00,281.00,14.00,-13.00,14708,-7932,-688,-334,546,1423,1
241.00,274.00,283.00,13.00,-14.00,14860,-7772,4928,-504,-76,68,
239.00,269.00,278.00,13.00,-14.00,15128,-7112,4992,-274,131,-348,
249.00,295.00,298.00,12.00,-12.00,15212,-7016,3712,-383,166,-864,
245.00,243.00,267.00,13.00,-14.00,15200,-6336,3940,-66,170,-601,
239.00,269.00,281.00,13.00,-14.00,15364,-6556,2940,-500,-131,124,
237.00,269.00,281.00,14.00,-13.00,15580,-5940,2596,-437,-387,354,
239.00,271.00,283.00,13.00,-14.00,15404,-5620,2768,-1074,168,337,
237.00,271.00,281.00,13.00,-14.00,15532,-5944,2428,13,-40,479,
234.00,288.00,285.00,12.00,-15.00,15564,-6168,1384,-526,717,849,
